"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"bar__11__noun";"bar";"bar";"barra";"noun";" /bɑː $ bɑːr/";"noun  [countable]
[HEATER]
[British English] The part of an electric heater that provides heat and has a red light.";"I knew winter had truly arrived when I walked into the cozy pub and saw the red bar glowing on the electric heater, beckoning me to warm my hands and sip on a hot mulled wine.";"Eu sabia que o inverno realmente havia chegado quando entrei no pub aconchegante e vi a barra vermelha brilhando no aquecedor elétrico, acenando para que eu aquecesse as mãos e saboreasse um vinho quente quente.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable HEATER British"
"bar__12__verb";"to bar";"bar";"proibir";"verb";" /bɑː $ bɑːr/";"verb  (barred, barring) [transitive]
To officially prevent someone from entering a place or from doing something.";"They seized his passport and barred him from leaving the country.";"Eles apreenderam seu passaporte e o impediram de deixar o país.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"bar__13__verb";"to bar";"bar";"bar";"verb";" /bɑː $ bɑːr/";"verb  (barred, barring) [transitive]
To prevent people from going somewhere by placing something in their way.";"A locked gate barred my entrance to the wood.";"Um portão trancado barrava minha entrada na floresta.";"A locked gate barred my entrance to the wood.";"Um portão trancado barrava minha entrada na floresta.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"bar__14__verb";"to bar";"bar";"barrar";"verb";" /bɑː $ bɑːr/";"verb  (barred, barring) [transitive]
To shut a door or window using a bar or piece of wood so that people cannot get in or out.";"Jeff barred the door with a thick wooden plank, barring anyone from entering the haunted bar during the Halloween night.";"Jeff trancou a porta com uma tábua grossa de madeira, impedindo qualquer um de entrar no bar assombrado durante a noite de Halloween.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"bar__15__preposition";"bar";"bar";"exceto";"preposition";" /bɑː $ bɑːr/";"preposition
Except.";"We had recorded the whole album, bar one track.";"Tínhamos gravado o álbum inteiro, menos uma faixa.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English preposition"
"bar__16__noun";"bar";"bar";"advogado";"noun";" /bɑː $ bɑːr/";"noun
[British English] The profession of being a barrister, or the members of this profession.";"He retired after 25 years at the bar.";"Ele se aposentou após 25 anos no bar.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun British"
"bar__17__noun";"bar";"bar";"advogado";"noun";" /bɑː $ bɑːr/";"noun
[American English] The profession of being a lawyer, or the members of this profession.";"The state bar of california";"O bar do estado da Califórnia";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun American"
"bar__18__noun";"bar";"bar";"exame da ordem";"noun";" /bɑː $ bɑːr/";"noun
[American English] The exam that you must take to become a lawyer.";""I finally passed the bar and became a lawyer after many sleepless nights studying for the exam."";""Finalmente passei no exame e me tornei advogada depois de muitas noites sem dormir estudando para o concurso."";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun American"
"barefoot__01__adjective";"barefoot";"barefoot";"descalço";"adjective";" /ˈbeəfʊt $ ˈber-/";"adjective
Without shoes on your feet.";"He walked barefoot across the sand.";"Ele caminhou descalço pela areia.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English adjective"
"basalt__01__noun";"basalt";"basalt";"basalto";"noun";" /ˈbæsɔːlt, bəˈsɔːlt $ ˈbæsɒːlt, ˈbeɪ-/";"noun  [uncountable]
A type of dark green-black rock.";"Closed basins as deep as 135 feet were bitten out of the underlying basalt.";"Bacias fechadas de até 135 pés foram arrancadas do basalto subjacente.";"Small Jerichos plaster patches of basalt in the new flows of warm water.";"Pequenos remendos de gesso de Jericó nas novas correntes de água quente.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun uncountable"
"behind_closed_doors__01__expression";"behind closed doors";"behind-closed-doors";"atrás de portas fechadas";"expression";"/bɪˈhaɪnd kloʊzd dɔrz/";"expression
If something happens behind closed doors, it happens in private and the public are not allowed in.";"Football authorities ordered the club to play its next two games behind closed doors after the riots in february.";"As autoridades do futebol ordenaram que o clube jogue seus próximos dois jogos a portas fechadas após os tumultos de fevereiro.";"Football authorities ordered the club to play its next two games behind closed doors after the riots in february.";"As autoridades do futebol ordenaram que o clube jogue seus próximos dois jogos a portas fechadas após os tumultos de fevereiro.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"bind__01__verb";"to bind";"bind";"amarrar";"verb";" /baɪnd/";"verb  (past tense and past participle bound /baʊnd/)
[TIE/FASTEN]
a) To tie someone so that they cannot move or escape.;
b) To tie things firmly together with cloth or string.";"The pile of newspapers was bound with string.";"A pilha de jornais estava amarrada com barbante.";"They bound my arms and legs with rope.";"Eles amarraram meus braços e pernas com corda.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb TIE FASTEN"
"bind__02__verb";"to bind";"bind";"ligar";"verb";" /baɪnd/";"verb  (past tense and past participle bound /baʊnd/)
[FORM A CONNECTION]
[transitive] To form a strong emotional or economic connection between two people, countries etc. (SYN unite)";"Their shared experiences in war helped to bind the two communities together.";"Suas experiências compartilhadas na guerra ajudaram a unir as duas comunidades.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"bind__03__verb";"to bind";"bind";"ligar";"verb";" /baɪnd/";"verb  (past tense and past participle bound /baʊnd/)
[MAKE SOMEBODY DO SOMETHING]
[transitive] If you are bound by an agreement, promise etc, you must do what you have agreed to do or promised to do.";"The monks are bound by vows of silence.";"Os monges são obrigados por votos de silêncio.";"Employees are not bound to give their reasons for leaving.";"Os funcionários não são obrigados a fornecer os motivos de sua saída.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
